CODE,MFR,MODEL,TYPE,HORSEPOWER,THRUST,
10010,BRIST SID,GIPSY,1,00085,000000,
10101,BREDA,SPA 6A,1,00045,000000,
10185,BRISTOL SI,AVON 522,4,00000,010500,
10186,BRISTOL SI,AVON 524B,4,00000,010250,
10187,BRISTOL SI,AVON 525B,4,00000,010250,
10188,BRISTOL SI,AVON 526,4,00000,010500,
10189,BRISTOL SI,AVON 527,4,00000,011400,
10190,BRISTOL SI,AVON 531,4,00000,012200,
10191,BRISTOL SI,AVON 532R-B,4,00000,012080,
10192,BRISTOL SI,AVON 533R,4,00000,012600,
10193,BRISTOL SI,AVON 533R-11A,4,00000,013000,
10194,BRISTOL SI,H.1000 MK.510,3,00875,000000,
10195,BRISTOL SI,H.1000 MK.511,3,00895,000000,
10196,BRISTOL SI,H.1200 MK.610,3,01020,000000,
10197,BRISTOL SI,H.1200 MKS640,3,01050,000000,
10198,BRISTOL SI,H.1200 MKS641,3,01050,000000,
10199,BRISTOL SI,H.1200MKS640A,3,01050,000000,
10200,BRISTOL SI,H.1200MKS641A,3,01050,000000,
10201,BRIST SID,MARK 521,4,00312,000000,
10202,BRISTOL SI,CENTAURUS 18,1,02520,000000,
10300,CAMIT,3300,1,00127,000000,
13000,CFM INTL,CFM56-5B1,5,00000,030000,
13001,CFM INTL,CFM56-5B1/P,5,00000,030000,
13002,CFM INTL,CFM56-5B1/2P,5,00000,030000,
13003,CFM INTL,CFM56-5B2,5,00000,031000,
13004,CFM INTL,CFM56-5B2/P,5,00000,031000,
13005,CFM INTL,CFM56-5B2/2P,5,00000,031000,
13006,CFM INTL,CFM56-5B3/P,5,00000,032000,
13007,CFM INTL,CFM56-5B3/P1,5,00000,032000,
13008,CFM INTL,CFM56-5B3/2P,5,00000,032000,
13009,CFM INTL,CFM56-5B3/2P1,5,00000,032000,
13010,CFM INTL,CFM56-5B4,5,00000,027000,
13011,CFM INTL,CFM56-5B4/P,5,00000,027000,
13012,CFM INTL,CFM56-5B4/P1,5,00000,027000,
13013,CFM INTL,CFM56-5B4/2P,5,00000,027000,
13014,CFM INTL,CFM56-5B4/2P1,5,00000,027000,
13015,CFM INTL,CFM56-5B5,5,00000,022000,
13016,CFM INTL,CFM56-5B5/P,5,00000,022000,
13017,CFM INTL,CFM56-5B6,5,00000,023500,
13018,CFM INTL,CFM56-5B6/P,5,00000,023500,
13019,CFM INTL,CFM56-5B6/2P,5,00000,023500,
13020,CFM INTL,CFM56-5B7,5,00000,027000,
13021,CFM INTL,CFM56-5B7/P,5,00000,027000,
13022,CFM INTL,CFM56-5B8/P,5,00000,021600,
13023,CFM INTL,CFM56-5B9/P,5,00000,023300,
13024,CFM INTL,CFM56-5B9/2P,5,00000,023300,
13025,CFM INTL,CFM56-5C2,5,00000,031200,
13026,CFM INTL,CFM56-5C2/4,5,00000,031200,
13027,CFM INTL,CFM56-5C2/F,5,00000,031200,
13028,CFM INTL,CFM56-5C2/F4,5,00000,031200,
13029,CFM INTL,CFM56-5C2/G,5,00000,031200,
13030,CFM INTL,CFM56-5C2/G4,5,00000,031200,
13031,CFM INTL,CFM56-5C2/P,5,00000,031200,
13032,CFM INTL,CFM56-5C3/F,5,00000,032500,
13033,CFM INTL,CFM56-5C3/F4,5,00000,032500,
13034,CFM INTL,CFM56-5C3/G,5,00000,032500,
13035,CFM INTL,CFM56-5C3/G4,5,00000,032500,
13036,CFM INTL,CFM56-5C3/P,5,00000,032500,
13037,CFM INTL,CFM56-5C4,5,00000,034000,
13038,CFM INTL,CFM56-5C4/P,5,00000,034000,
13039,CFM INTL,CFM56-5C4/1,5,00000,034000,
13040,CFM INTL,CFM56-5C4/1P,5,00000,034000,
13041,CFM INTL,CFM56-7B18,5,00000,019500,
13042,CFM INTL,CFM56-7B20,5,00000,020600,
13043,CFM INTL,CFM56-7B22,5,00000,022700,
13044,CFM INTL,CFM56-7B24,5,00000,024200,
13045,CFM INTL,CFM56-7B26,5,00000,026300,
13046,CFM INTL,CFM56-7B27,5,00000,027300,
13047,CFM INTL,CFM56-7B20/2,5,00000,020600,
13048,CFM INTL,CFM56-7B22/2,5,00000,022700,
13049,CFM INTL,CFM56-7B24/2,5,00000,024200,
13050,CFM INTL,CFM56-7B26/2,5,00000,026300,
13051,CFM INTL,CFM56-7B27/2,5,00000,027300,
13052,CFM INTL,CFM56-7B26/B1,5,00000,026300,
13053,CFM INTL,CFM56-7B27/B1,5,00000,027300,
13054,CFM INTL,CFM56-7B27/B3,5,00000,027300,
13055,CFM INTL,CFM56-7B22/B1,5,00000,022700,
13056,CFM INTL,CFM56-7B24/B1,5,00000,024200,
13057,CFM INTL,CFM56-7B22/B2,5,00000,022700,
13058,CFM INTL,CFM56-7B26/B2,5,00000,026300,
13059,CFM INTL,CFM56-2,5,00000,024000,
13060,CFM INTL,CFM56-2B,5,00000,022000,
13061,CFM INTL,CFM56-2A,5,00000,024000,
13062,CFM INTL,CFM56-3,5,00000,020100,
13063,CFM INTL,CFM56-3B,5,00000,022100,
13064,CFM INTL,CFM56-3C,5,00000,023515,
13065,CFM INTL,CFM56-5,5,00000,025000,
13066,CFM INTL,CFM56-5-A1/F,5,00000,025000,
13067,CFM INTL,CFM56-5A3,5,00000,026500,
13068,CFM INTL,CFM56-5A4,5,00000,022000,
13069,CFM INTL,CFM56-5A4/F,5,00000,022000,
13070,CFM INTL,CFM56-5A5,5,00000,023500,
13071,CFM INTL,CFM56-5A5/F,5,00000,023500,
13072,CFM INTL,CFV56-7B,5,00000,020600,
13073,CFM INTL,CFM56-7B26/3,5,00000,025900,
13074,CFM INTL,CFM56-7B24/3,5,00000,022800,
13075,CFM INTL,CFS56-5B3,5,00000,026500,
13076,CFM INTL,CFM56-7B27A,5,00000,027300,
13077,CFM INTL,CFM56-3C1,5,00000,023515,
13078,CFM INTL,CFM56-7B27E,5,00000,027300,
13079,CFM INTL,CFM56-7B27AE,5,00000,027300,
13080,CFM INTL,CFM56-7B22/3,5,00000,020700,
13081,CFM INTL,CFM56-5B6/3,5,00000,023500,
13089,CFM INTL,CFM56-7B27383,5,00000,027300,
13090,CFM INTL,CFM56-5B4/3,5,00000,027000,
13099,CFM INTL,CFM56-7B26E,5,00000,026300,
13100,CFM INTL,CFM56-7B27E/F,5,00000,027300,
13101,CFM INTL,CFM56-5B3/3,5,00000,032000,
13105,CFM INTL,CFM56-7B/3,5,00000,027300,
13110,CFM INTL,LEAP-1A26,4,00000,027120,
13115,CFM INTL,LEAP-1A33,5,00000,032160,
13120,CFM INTL,LEAP-1B28 SER,5,00000,029317,
13124,CFM INTL,LEAP-1B28B,5,00000,029317,
13128,CFM INTL,LEAP-1B27 SER,5,00000,026786,
13134,CFM INTL,LEAP-1B25,5,00000,026786,
13135,CFM INTL,LEAP-1A35A,5,00000,032160,
13163,CFM INTL,CFM56-3B-1,5,00000,022100,
13165,CFM INTL,CFM56-3B2,5,00000,024000,
13800,CFM INTL,CFM56-7B27E/B,5,00000,027300,
13802,CFM INTL.,CFM56 SERIES,5,02200,000000,
13803,CFM INTL.,CFM56-7B,5,00000,020000,
13804,CFM INTL,CFM56-7B24E,5,00000,024200,
13805,CFM INTL,CFM56-7B27/3,5,00000,027300,
13806,CFM INTL.,CFM56-5B9/3,5,00000,023300,
13807,CFM INTL,CFM56-7B27EB3,5,00000,027300,
13808,CFM INTL,CFM56-5B7/3,5,00000,027000,
13900,CHOTIA,ALL MDLS A/B,1,00000,000000,
13950,CHEVROLET,LS3,8,00430,000000,
13975,CKT AERO E,CKT-240TD,1,00240,000000,
14001,CLERGET,ROTARY,1,00130,000000,
14302,CIRRUS,MARK III,1,00100,000000,
14501,COMET,7RA,1,00130,000000,
14502,COMET,7E,1,00165,000000,
14700,COMPACT RA,MZ202,7,00060,000000,
14701,COMPACT RA,MZ35,7,00028,000000,
14702,COMPACT RA,MZ201,7,00045,000000,
16503,CONT AVN,CJ69-1025,4,00103,000000,
16800,C F E CO,CFE 738-1-1B,5,00000,005918,
16900,COLVIN,O-520-EXP,1,00300,000000,
17001,CONT MOTOR,A40 SERIES,1,00040,000000,
17002,CONT MOTOR,A50 SERIES,1,00050,000000,
17003,CONT MOTOR,A&C65 SERIES,1,00065,000000,
17004,CONT MOTOR,A70 SERIES,1,00165,000000,
17005,CONT MOTOR,A&C75 SERIES,1,00075,000000,
17006,CONT MOTOR,A80 SERIES,1,00080,000000,
17007,CONT MOTOR,A100,1,00100,000000,
17008,CONT MOTOR,C85 SERIES,1,00085,000000,
17009,CONT MOTOR,C90 SERIES,1,00095,000000,
17010,CONT MOTOR,PC60-6,1,00090,000000,
17011,CONT MOTOR,C125 SERIES,1,00125,000000,
17012,CONT MOTOR,C145 SERIES,1,00145,000000,
17013,CONT MOTOR,E165 SERIES,1,00165,000000,
17014,CONT MOTOR,E185 SERIES,1,00205,000000,
17015,CONT MOTOR,E225 SERIES,1,00225,000000,
17016,CONT MOTOR,R670-SERIES,1,00225,000000,
17017,CONT MOTOR,R9A,1,00525,000000,
17018,CONT MOTOR,W670 SERIES,1,00250,000000,
17019,CONT MOTOR,TSIO-360 SER,1,00225,000000,
17020,CONT MOTOR,0-200 SERIES,1,00100,000000,
17021,CONT MOTOR,IO-200,1,00115,000000,
17022,CONT MOTOR,0-300 SER,1,00145,000000,
17023,CONT MOTOR,TSIO-360 SER,1,00450,000000,
17024,CONT MOTOR,GO-300 SERIES,1,00175,000000,
17025,CONT MOTOR,IO-360 SER,1,00300,000000,
17026,CONT MOTOR,O-470 SERIES,1,00230,000000,
17027,CONT MOTOR,I0-470 SERIES,1,00260,000000,
17028,CONT MOTOR,FSO-470 SER,1,00260,000000,
17029,CONT MOTOR,TSI0-470-B,1,00260,000000,
17030,CONT MOTOR,FSO-526,1,00270,000000,
17031,CONT MOTOR,GTSI0-520-F-K,1,00435,000000,
17032,CONT MOTOR,IO 520 SERIES,1,00285,000000,
17033,CONT MOTOR,IO-346 SERIES,1,00165,000000,
17034,CONT MOTOR,GIO-470SERIES,1,00310,000000,
17035,CONT MOTOR,GTSIO-520-C,1,00340,000000,
17036,CONT MOTOR,TIO 541 SERIE,1,00380,000000,
17037,CONT MOTOR,R-975 SER,1,00550,000000,
17038,CONT MOTOR,6-285-A,1,00285,000000,
17039,CONT MOTOR,GTSIO-520 SER,2,00435,000000,
17040,CONT MOTOR,TSIO-520 SER,1,00300,000000,
17041,CONT MOTOR,6-320 SERIES,1,00300,000000,
17042,CONT MOTOR,IO-550 SERIES,1,00300,000000,
17043,CONT MOTOR,TSIO-550 SER,1,00280,000000,
17044,CONT MOTOR,IO-470 SER,1,00260,000000,
17045,CONT MOTOR,IO-360,8,00210,000000,
17046,CONT MOTOR,GTSIO-520 SER,1,00300,000000,
17047,CONT MOTOR,TSIO-470 SER,1,00260,000000,
17048,CONT MOTOR,GTSIO-520-H,1,00375,000000,
17050,CONT MOTOR,TP500,1,00350,000000,
17051,CONT MOTOR,IO-540 SER,1,00380,000000,
17060,CONT MOTOR,TSIO 520SER,1,00350,000000,
17061,CONT MOTOR,TSIO-520-UB,1,00300,000000,
17062,CONT MOTOR,GIO-244,1,00244,000000,
17063,CONT MOTOR,IO-240 SER,1,00128,000000,
17070,CONT MOTOR,TSIO-360 GB,1,00210,000000,
17071,CONT MOTOR,O 470R,1,00230,000000,
17072,CONT MOTOR,C75-8,1,00075,000000,
17073,CONT MOTOR,6-320-B,1,00320,000000,
17074,CONT MOTOR,6-620-A,1,00260,000000,
17075,CONT MOTOR,GIO-470-A,1,00310,000000,
17076,CONT MOTOR,T6-320-A,1,00320,000000,
17077,CONT MOTOR,A75-3,1,00075,000000,
17078,CONT MOTOR,A75-6,1,00075,000000,
17079,CONT MOTOR,A75-8,1,00075,000000,
17080,CONT MOTOR,A75-9,1,00075,000000,
17081,CONT MOTOR,C-115-1,1,00125,000000,
17082,CONT MOTOR,C-115-2,1,00125,000000,
17083,CONT MOTOR,C-125-1,1,00125,000000,
17084,CONT MOTOR,C-125-2,1,00125,000000,
17085,CONT MOTOR,A-100-1,1,00100,000000,
17086,CONT MOTOR,A-100-2,1,00100,000000,
17087,CONT MOTOR,A-50-1,1,00050,000000,
17088,CONT MOTOR,A-50-2,1,00050,000000,
17089,CONT MOTOR,A-50-3,1,00050,000000,
17090,CONT MOTOR,A-50-4,1,00050,000000,
17091,CONT MOTOR,A-50-5,1,00050,000000,
17092,CONT MOTOR,A-50-6,1,00050,000000,
17093,CONT MOTOR,A-50-7,1,00050,000000,
17094,CONT MOTOR,A-50-8,1,00050,000000,
17095,CONT MOTOR,A-50-9,1,00050,000000,
17096,CONT MOTOR,GTSIO-520-D,1,00375,000000,
17097,CONT MOTOR,GTSIO-520-E,1,00375,000000,
17098,CONT MOTOR,GTSIO-520-F,1,00435,000000,
17099,CONT MOTOR,GTSIO-520-K,1,00435,000000,
17100,CONT MOTOR,GTSIO-520-L,1,00375,000000,
17101,CONT MOTOR,GTSIO-520-M,1,00375,000000,
17102,CONT MOTOR,GTSIO-520-N,1,00375,000000,
17103,CONT MOTOR,C75-8F,1,00075,000000,
17104,CONT MOTOR,C75-8FH,1,00075,000000,
17105,CONT MOTOR,C75-8FHJ,1,00075,000000,
17106,CONT MOTOR,C75-8FJ,1,00075,000000,
17107,CONT MOTOR,C75-8J,1,00075,000000,
17108,CONT MOTOR,C75-12,1,00075,000000,
17109,CONT MOTOR,C75-12F,1,00075,000000,
17110,CONT MOTOR,C75-12FH,1,00075,000000,
17111,CONT MOTOR,C75-12FHJ,1,00075,000000,
17112,CONT MOTOR,C75-12FJ,1,00075,000000,
17113,CONT MOTOR,C75-12J,1,00075,000000,
17114,CONT MOTOR,C75-12B,1,00075,000000,
17115,CONT MOTOR,C75-12BF,1,00075,000000,
17116,CONT MOTOR,C75-12BFH,1,00075,000000,
17117,CONT MOTOR,C75-15,1,00075,000000,
17118,CONT MOTOR,C75-15F,1,00075,000000,
17119,CONT MOTOR,C85-8,1,00085,000000,
17120,CONT MOTOR,C85-8F,1,00085,000000,
17121,CONT MOTOR,C85-8FHJ,1,00085,000000,
17122,CONT MOTOR,C85-8FJ,1,00085,000000,
17123,CONT MOTOR,C85-8J,1,00085,000000,
17124,CONT MOTOR,C85-12,1,00085,000000,
17125,CONT MOTOR,C85-12F,1,00085,000000,
17126,CONT MOTOR,C85-12FH,1,00085,000000,
17127,CONT MOTOR,C85-12FHJ,1,00085,000000,
17128,CONT MOTOR,C85-12FJ,1,00085,000000,
17129,CONT MOTOR,C85-12J,1,00085,000000,
17130,CONT MOTOR,C85-14F,1,00085,000000,
17131,CONT MOTOR,C85-15,1,00085,000000,
17132,CONT MOTOR,C85-15F,1,00085,000000,
17133,CONT MOTOR,A-50-4J,1,00050,000000,
17134,CONT MOTOR,A-50-5J,1,00050,000000,
17135,CONT MOTOR,A-50-6J,1,00050,000000,
17136,CONT MOTOR,A-50-7J,1,00050,000000,
17137,CONT MOTOR,A-50-8J,1,00050,000000,
17138,CONT MOTOR,A-50-9J,1,00050,000000,
17139,CONT MOTOR,A75-6J,1,00075,000000,
17140,CONT MOTOR,A75-8F,1,00075,000000,
17141,CONT MOTOR,A75-8J,1,00075,000000,
17142,CONT MOTOR,A75-8FJ,1,00075,000000,
17143,CONT MOTOR,A75-9J,1,00075,000000,
17144,CONT MOTOR,IO-360-A,1,00210,000000,
17145,CONT MOTOR,IO-360-AB,1,00210,000000,
17146,CONT MOTOR,IO-360-B,1,00180,000000,
17147,CONT MOTOR,IO-360-C,1,00210,000000,
17148,CONT MOTOR,IO-360-CB,1,00210,000000,
17149,CONT MOTOR,IO-360-D,1,00210,000000,
17150,CONT MOTOR,IO-360-DB,1,00210,000000,
17151,CONT MOTOR,IO-360-E,1,00210,000000,
17152,CONT MOTOR,IO-360-G,1,00210,000000,
17153,CONT MOTOR,IO-360-GB,1,00210,000000,
17154,CONT MOTOR,IO-360-H,1,00210,000000,
17155,CONT MOTOR,IO-360-HB,1,00210,000000,
17156,CONT MOTOR,IO-360-J,1,00210,000000,
17157,CONT MOTOR,IO-360-JB,1,00210,000000,
17158,CONT MOTOR,IO-360-K,1,00195,000000,
17159,CONT MOTOR,IO-360-KB,1,00195,000000,
17160,CONT MOTOR,IO-360-ES,1,00210,000000,
17161,CONT MOTOR,E225-2,1,00225,000000,
17162,CONT MOTOR,E225-4,1,00225,000000,
17163,CONT MOTOR,E225-8,1,00225,000000,
17164,CONT MOTOR,E225-9,1,00225,000000,
17165,CONT MOTOR,TP500E,2,00425,000000,
17166,CONT MOTOR,IO-240-A,1,00125,000000,
17167,CONT MOTOR,FSO-470-A,1,00260,000000,
17168,CONT MOTOR,IOF-240-B,1,00125,000000,
17169,CONT MOTOR,O-470-2,1,00265,000000,
17170,CONT MOTOR,C145-2,1,00145,000000,
17171,CONT MOTOR,C145-2H,1,00145,000000,
17172,CONT MOTOR,C145-2HP,1,00145,000000,
17173,CONT MOTOR,0-300-A,1,00145,000000,
17174,CONT MOTOR,0-300-B,1,00145,000000,
17175,CONT MOTOR,0-300-C,1,00145,000000,
17176,CONT MOTOR,0-300-D,1,00145,000000,
17177,CONT MOTOR,IO-240-B,1,00125,000000,
17178,CONT MOTOR,0-300-E,1,00145,000000,
17179,CONT MOTOR,FSO-526-A,1,00270,000000,
17180,CONT MOTOR,FSO-526-C,1,00270,000000,
17181,CONT MOTOR,C90-8F,1,00095,000000,
17182,CONT MOTOR,C90-8FJ,1,00095,000000,
17183,CONT MOTOR,C90-12F,1,00095,000000,
17184,CONT MOTOR,C90-12FH,1,00095,000000,
17185,CONT MOTOR,C90-12FJ,1,00095,000000,
17186,CONT MOTOR,C90-12FP,1,00095,000000,
17187,CONT MOTOR,C90-14F,1,00095,000000,
17188,CONT MOTOR,C90-14FH,1,00095,000000,
17189,CONT MOTOR,C90-14FJ,1,00095,000000,
17190,CONT MOTOR,C90-16F,1,00095,000000,
17191,CONT MOTOR,0-200-A,1,00100,000000,
17192,CONT MOTOR,0-200-B,1,00100,000000,
17193,CONT MOTOR,0-200-C,1,00100,000000,
17194,CONT MOTOR,TSIO-470-C,1,00260,000000,
17195,CONT MOTOR,TSIO-470-D,1,00260,000000,
17196,CONT MOTOR,IO-346-A,1,00165,000000,
17197,CONT MOTOR,IO-346-B,1,00165,000000,
17198,CONT MOTOR,GO-300-A,1,00175,000000,
17199,CONT MOTOR,GO-300-B,1,00175,000000,
17200,CONT MOTOR,GO-300-C,1,00175,000000,
17201,CONT MOTOR,GO-300-F,1,00175,000000,
17202,CONT MOTOR,GO-300-D,1,00175,000000,
17203,CONT MOTOR,GO-300-E,1,00175,000000,
17204,CONT MOTOR,GSO-526-A,1,00340,000000,
17205,CONT MOTOR,TSIOL-550-A,1,00350,000000,
17206,CONT MOTOR,TSIOL-550-B,1,00325,000000,
17207,CONT MOTOR,IO-550-A,1,00300,000000,
17208,CONT MOTOR,IO-550-B,1,00300,000000,
17209,CONT MOTOR,IO-550-C,1,00300,000000,
17210,CONT MOTOR,IO-550-D,1,00300,000000,
17211,CONT MOTOR,IO-550-F,1,00300,000000,
17212,CONT MOTOR,IO-550-L,1,00300,000000,
17213,CONT MOTOR,IO-550-G,1,00280,000000,
17214,CONT MOTOR,IO-550-E,1,00300,000000,
17215,CONT MOTOR,IO-550-N,1,00310,000000,
17216,CONT MOTOR,IO-550-P,1,00310,000000,
17217,CONT MOTOR,IO-550-R,1,00310,000000,
17218,CONT MOTOR,IOF-550-B,1,00300,000000,
17219,CONT MOTOR,IOF-550-C,1,00300,000000,
17220,CONT MOTOR,IOF-550-D,1,00300,000000,
17221,CONT MOTOR,IOF-550-F,1,00300,000000,
17222,CONT MOTOR,IOF-550-L,1,00300,000000,
17223,CONT MOTOR,IOF-550-E,1,00300,000000,
17224,CONT MOTOR,IOF-550-N,1,00310,000000,
17225,CONT MOTOR,IOF-550-P,1,00310,000000,
17226,CONT MOTOR,IOF-550-R,1,00310,000000,
17227,CONT MOTOR,IO-520-A,1,00285,000000,
17228,CONT MOTOR,IO-520-J,1,00285,000000,
17229,CONT MOTOR,IO-520-B,1,00285,000000,
17230,CONT MOTOR,IO-520-BA,1,00285,000000,
17231,CONT MOTOR,IO-520-BB,1,00285,000000,
17232,CONT MOTOR,IO-520-C,1,00285,000000,
17233,CONT MOTOR,IO-520-M,1,00285,000000,
17234,CONT MOTOR,IO-520-CB,1,00285,000000,
17235,CONT MOTOR,IO-520-MB,1,00285,000000,
17236,CONT MOTOR,IO-520-D,1,00300,000000,
17237,CONT MOTOR,IO-520-F,1,00300,000000,
17238,CONT MOTOR,IO-520-K,1,00300,000000,
17239,CONT MOTOR,IO-520-L,1,00300,000000,
17240,CONT MOTOR,IO-520-E,1,00300,000000,
17241,CONT MOTOR,IO-520-N,1,00300,000000,
17242,CONT MOTOR,IO-520-NB,1,00300,000000,
17243,CONT MOTOR,L/IO-520-P,1,00250,000000,
17244,CONT MOTOR,TSIO-550-A,1,00360,000000,
17245,CONT MOTOR,TSIO-550-B,1,00350,000000,
17246,CONT MOTOR,TSIO-550-C,1,00310,000000,
17247,CONT MOTOR,TSIO-550-E,1,00350,000000,
17248,CONT MOTOR,TSIO-520-A,1,00285,000000,
17249,CONT MOTOR,TSIO-520-B,1,00285,000000,
17250,CONT MOTOR,TSIO-520-BB,1,00285,000000,
17251,CONT MOTOR,TSIO-520-C,1,00285,000000,
17252,CONT MOTOR,TSIO-520-H,1,00285,000000,
17253,CONT MOTOR,TSIO-520-D,1,00285,000000,
17254,CONT MOTOR,TSIO-520-DB,1,00285,000000,
17255,CONT MOTOR,TSIO-520-E,1,00300,000000,
17256,CONT MOTOR,TSIO-520-EB,1,00300,000000,
17257,CONT MOTOR,TSIO-520-G,1,00300,000000,
17258,CONT MOTOR,TSIO-520-J,1,00310,000000,
17259,CONT MOTOR,TSIO-520-JB,1,00310,000000,
17260,CONT MOTOR,TSIO-520-K,1,00285,000000,
17261,CONT MOTOR,TSIO-520-KB,1,00285,000000,
17262,CONT MOTOR,TSIO-520-L,1,00310,000000,
17263,CONT MOTOR,TSIO-520-LB,1,00310,000000,
17264,CONT MOTOR,TSIO-520-N,1,00310,000000,
17265,CONT MOTOR,TSIO-520-NB,1,00310,000000,
17266,CONT MOTOR,TSIO-520-M,1,00310,000000,
17267,CONT MOTOR,TSIO-520-R,1,00310,000000,
17268,CONT MOTOR,TSIO-520-P,1,00310,000000,
17269,CONT MOTOR,TSIO-520-T,1,00310,000000,
17270,CONT MOTOR,TSIO-520-U,1,00300,000000,
17271,CONT MOTOR,TSIO-520-UB,2,00300,000000,
17272,CONT MOTOR,TSIO-520-VB,1,00325,000000,
17273,CONT MOTOR,TSIO-520-WB,1,00325,000000,
17274,CONT MOTOR,TSIO-520-AE,1,00250,000000,
17275,CONT MOTOR,LTSIO-520-AE,1,00250,000000,
17276,CONT MOTOR,TSIO-520-AF,1,00310,000000,
17277,CONT MOTOR,TSIO-520-BE,1,00310,000000,
17278,CONT MOTOR,TSIO-520-CE,1,00325,000000,
17279,CONT MOTOR,TSIO-360-A,1,00210,000000,
17280,CONT MOTOR,TSIO-360-AB,1,00210,000000,
17281,CONT MOTOR,TSIO-360-B,1,00210,000000,
17282,CONT MOTOR,TSIO-360-BB,1,00210,000000,
17283,CONT MOTOR,TSIO-360-C,1,00225,000000,
17284,CONT MOTOR,TSIO-360-CB,1,00225,000000,
17285,CONT MOTOR,TSIO-360-D,1,00225,000000,
17286,CONT MOTOR,TSIO-360-DB,1,00225,000000,
17287,CONT MOTOR,TSIO-360-E,1,00200,000000,
17288,CONT MOTOR,TSIO-360-EB,1,00200,000000,
17289,CONT MOTOR,LTSIO-360-E,1,00200,000000,
17290,CONT MOTOR,LTSIO-360-EB,1,00200,000000,
17291,CONT MOTOR,TSIO-360-F,1,00200,000000,
17292,CONT MOTOR,TSIO-360-FB,1,00200,000000,
17293,CONT MOTOR,TSIO-360-GB,1,00210,000000,
17294,CONT MOTOR,TSIO-360-H,1,00210,000000,
17295,CONT MOTOR,TSIO-360-HB,1,00210,000000,
17296,CONT MOTOR,TSIO-360-JB,1,00225,000000,
17297,CONT MOTOR,TSIO-360-KB,1,00220,000000,
17298,CONT MOTOR,LTSIO-360-KB,1,00220,000000,
17299,CONT MOTOR,TSIO-360-LB,1,00210,000000,
17300,CONT MOTOR,TSIO-360-MB,1,00210,000000,
17301,CONT MOTOR,TSIO-360-NB,1,00210,000000,
17302,CONT MOTOR,TSIO-360-PB,1,00200,000000,
17303,CONT MOTOR,TSIO-360-RB,1,00220,000000,
17304,CONT MOTOR,LTSIO-360-RB,1,00220,000000,
17305,CONT MOTOR,TSIO-360-SB,1,00220,000000,
17306,CONT MOTOR,E165-2,1,00165,000000,
17307,CONT MOTOR,E165-3,1,00165,000000,
17308,CONT MOTOR,E165-4,1,00165,000000,
17309,CONT MOTOR,E185-1,1,00205,000000,
17310,CONT MOTOR,E185-8,1,00205,000000,
17311,CONT MOTOR,E-185-11,1,00205,000000,
17312,CONT MOTOR,E185-2,1,00185,000000,
17313,CONT MOTOR,E185-3,1,00205,000000,
17314,CONT MOTOR,E185-9,1,00205,000000,
17315,CONT MOTOR,E185-10,1,00205,000000,
17316,CONT MOTOR,E185-5,1,00185,000000,
17317,CONT MOTOR,W670-6A,1,00220,000000,
17318,CONT MOTOR,W670-6N,1,00220,000000,
17319,CONT MOTOR,W670-16,1,00220,000000,
17320,CONT MOTOR,W670-K,1,00225,000000,
17321,CONT MOTOR,W670-M,1,00240,000000,
17322,CONT MOTOR,W670-23,1,00240,000000,
17323,CONT MOTOR,W670-24,1,00220,000000,
17324,CONT MOTOR,A-65 SER,1,00065,000000,
17325,CONT MOTOR,A-65-3,1,00065,000000,
17326,CONT MOTOR,A-65-6,1,00065,000000,
17327,CONT MOTOR,A-65-6J,1,00065,000000,
17328,CONT MOTOR,A-65-7,1,00065,000000,
17329,CONT MOTOR,A-65-8,1,00065,000000,
17330,CONT MOTOR,A-65-8F,1,00065,000000,
17331,CONT MOTOR,A-65-8FJ,1,00075,000000,
17332,CONT MOTOR,A-65-8J,1,00065,000000,
17333,CONT MOTOR,A-65-9,1,00065,000000,
17334,CONT MOTOR,A-65-9F,1,00065,000000,
17335,CONT MOTOR,A-65-9FJ,1,00065,000000,
17336,CONT MOTOR,A-65-9J,1,00065,000000,
17337,CONT MOTOR,A-65-12,1,00065,000000,
17338,CONT MOTOR,A-65-12F,1,00065,000000,
17339,CONT MOTOR,A-65-12FJ,1,00065,000000,
17340,CONT MOTOR,A-65-12J,1,00065,000000,
17341,CONT MOTOR,A-65-14,1,00075,000000,
17342,CONT MOTOR,A-65-14F,1,00075,000000,
17343,CONT MOTOR,A-65-14FJ,1,00075,000000,
17344,CONT MOTOR,A-65-14J,1,00075,000000,
17345,CONT MOTOR,IO-470-D,1,00260,000000,
17346,CONT MOTOR,IO-470-E,1,00260,000000,
17347,CONT MOTOR,IO-470-F,1,00260,000000,
17348,CONT MOTOR,IO-470-L,1,00260,000000,
17349,CONT MOTOR,IO-470-LO,1,00260,000000,
17350,CONT MOTOR,IO-470-M,1,00260,000000,
17351,CONT MOTOR,IO-470-S,1,00260,000000,
17352,CONT MOTOR,IO-470-U,1,00260,000000,
17353,CONT MOTOR,IO-470-V,1,00260,000000,
17354,CONT MOTOR,IO-470-VO,1,00260,000000,
17355,CONT MOTOR,IO-470-G,1,00250,000000,
17356,CONT MOTOR,IO-470-R,1,00250,000000,
17357,CONT MOTOR,IO-470-H,1,00260,000000,
17358,CONT MOTOR,IO-470-N,1,00260,000000,
17359,CONT MOTOR,IO-470-J,1,00225,000000,
17360,CONT MOTOR,IO-470-K,1,00225,000000,
17361,CONT MOTOR,IO-470-P,1,00250,000000,
17362,CONT MOTOR,IO-470-T,1,00250,000000,
